sourceUrl,targetUrl,targetStatusCode,targetMergeQuerystring
/partners/porsche/msat,/programs/automotive/specialized-training/porsche-ptap,301,TRUE
/form5,/schools/nascar-technical-institute,301,TRUE
/disclosure/state-regulations,/disclosures,301,TRUE
/blog/welding/flux-core-welding,/blog/welding/flux-cored-welding,301,TRUE
/viewbookmotorcycle,/viewbook?page=32,301,TRUE
/disclosure/employment-rates,/disclosures,301,TRUE
/programs/motorcycle/manufacturer-programs/harley-davidson,/programs/motorcycle/specialized-training/harley-davidson,301,TRUE
/fafsasupport,https://www04.timetrade.com/app/utiedu/workflows/utiedu002/schedule/availability?wfsid=4jl1jbgll31pgunkijncov7cr2bt1kh8&locationId=uti_fafsa&appointmentTypeGroupId=FAFSA_assistance&appointmentTypeId=fafsa_assistance&resourceId=any&fs=1,301,TRUE
/images/default-source/programs/automotive/media-slider-images/program_automotive_vehicle_electronic_tech_slider.jpg,/programs/automotive,301,TRUE
/daapp,https://res.cloudinary.com/docunary/image/upload/v1698212043/2023-annual-daap-notification.pdf,301,TRUE
/blog/tips/10-things-technician-need-know,/blog/tips,301,TRUE
/student-services/military,/support-services/military-veteran-services,301,TRUE
/fbn/marine-scholarships-techforce-foundation,/financial-aid/scholarships-grants,301,TRUE
/partners/harley-davidson,/programs/motorcycle/specialized-training/harley-davidson,301,TRUE
/student-services/tuition-estimator/tuition-estimator,/admissions/tuition,301,TRUE
/campus-locations/rancho-cucamonga-ca,/locations/california/rancho-cucamonga,301,TRUE
/partners/volvo,/programs/automotive/specialized-training/volvo-safe,301,TRUE
/news-room,https://news.uti.edu/,301,TRUE
/ferpa,https://res.cloudinary.com/docunary/image/upload/v1698212047/annual-notification-ferpa-rights.pdf,301,TRUE
/events,/support-services/events,301,TRUE
/campus-tours,/locations/campus-tours,301,TRUE
/partners,/programs/automotive/specialized-training,301,TRUE
/tour,/locations/campus-tours,301,TRUE
/enroll,/forms/enroll-now,301,TRUE
/events/event-viewer/eventid/2259/returntab/658,/locations,301,TRUE
/disclosure/accsc-graduation-and-employment-data/accrediting-commission-of-career-schools-and-colleges/dallas-2016-graduate-and-employment-summary,/disclosures,301,TRUE
/fbn/uti-financial-aid-student-loans,/financial-aid/scholarships-grants,301,TRUE
/request-info/request-info-(halogen)/b,/request-info,301,TRUE
/campus-locations/rancho-cucamonga-ca/map,/locations/california/rancho-cucamonga,301,TRUE
/student-services/scholarships/skillsusa-scholarship,/financial-aid/scholarships-grants,301,TRUE
/events/internships,/locations,301,TRUE
/campus-locations/avondale-az,/locations/arizona/avondale,301,TRUE
/campus-locations/dallas-tx/auto-diesel,/locations/texas/dallas-fort-worth,301,TRUE
/contact,/contact-us,301,TRUE
/blog/page,/blog/page/1,301,TRUE
/jobpost,https://ntx.lv/3olaHCb,301,TRUE
/hulu,/request-info?vanity_url=hulu&utm_campaign=CMP-01016-S2L0G5&utm_medium=video_demo&utm_source=hulu&utm_content=for_success,301,TRUE
/getmore,/?utm_source=marketo_nurture&utm_campaign=CMP-01330-Z9P2G5&utm_term=mkto_fallback,301,TRUE
/store,http://store.uti.edu,301,TRUE
/opendoors,/?utm_source=marketo_nurture&utm_campaign=CMP-01330-Z9P2G5&utm_term=mkto_fallback,301,TRUE
/gettrained,/?utm_source=marketo_nurture&utm_campaign=CMP-01330-Z9P2G5&utm_term=mkto_fallback,301,TRUE
/techskills,/?expvar=hsm&utm_source=admissions&utm_medium=high_school_visit&utm_campaign=CMP-01071-L4S8B4&utm_content=techskills_personal_interaction&utm_term=techskills_direct_contact_high_school_visit,301,TRUE
/newvendorrequests,https://ntx.lv/41c223q,301,TRUE
/licensing,https://ntx.lv/3n1jQj3,301,TRUE
/weldnj,/?utm_source=direct_mailer&utm_medium=direct_mail&utm_campaign=CMP-01311-D6D4B1&utm_content=bloomfield_welding_direct_mailer_landing_page&utm_term=bloomfield_welding_direct_mailer_explore_welding_career,301,TRUE
/alumni-benefits,https://bpnet.savings.beneplace.com,301,TRUE
/nhra-online,/?utm_campaign=CMP-01327-X4N0H3&utm_source=nhra&utm_medium=display_custom&utm_term=nhra_yes_race_clickable,301,TRUE
/weldlisle,/?utm_source=direct_mailer&utm_medium=direct_mail&utm_campaign=CMP-01267-F5S2L8&utm_content=lisle_welding_direct_mailer_landing_page&utm_term=lisle_welding_direct_mailer_explore_welding_career,301,TRUE
/blog/collision/13-things-paint-damage,/blog/collision/ruin-car-paint,301,TRUE
/viewbook/welding,/viewbook?page=38,301,TRUE
/nhra,/?utm_campaign=CMP-01327-X4N0H3&utm_source=nhra&utm_medium=video_streaming&utm_term=nhra_yes_race_livestream,301,TRUE
/blog/marine/troubleshooting-outboard-motor,/blog/marine,301,TRUE
/bloomfield/fa,https://www04.timetrade.com/app/utiedu/workflows/utiedu001/schedule?locationId=uti_bloomfield,301,TRUE
/sac/fa,https://www04.timetrade.com/app/utiedu/workflows/utiedu001/schedule?locationId=uti_sacramento,301,TRUE
/rancho/fa,https://www04.timetrade.com/app/utiedu/workflows/utiedu001/schedule?locationId=uti_ranchocucamonga,301,TRUE
/uti-orl/fa,https://www04.timetrade.com/app/utiedu/workflows/utiedu001/schedule?locationId=uti_orlando,301,TRUE
/nti/fa,https://www04.timetrade.com/app/utiedu/workflows/utiedu001/schedule?locationId=nti_mooresville,301,TRUE
/mmi-phoenix/fa,https://www04.timetrade.com/app/utiedu/workflows/utiedu001/schedule?locationId=mmi_phoenix,301,TRUE
/mmi-orlando/fa,https://www04.timetrade.com/app/utiedu/workflows/utiedu001/schedule?locationId=mmi_orlando,301,TRUE
